message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
		304	5.833333333333333	5.875			We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!	Anger	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	88.0	19.0	1.0	train	87.0
R_2ASfOpichWeulMF_4	R_2ASfOpichWeulMF	287	1.167	1.25	0.0	0.0	It's weird how I don't really feel sorry for these people. Timeshares just seem like a terrible idea and I've always associated it with conspicuous consumption. Really...just rent a hotel room when you can go. Buying into a house with other people sounds like a total hassle and a problem waiting to happen. But I can't stand how grimy the companies are and how they jerk people around. It just shows that the whole timeshare concept is about digging into people's pockets. And the only way to get them to stop doing that is to put them out of business if they don't want to play fair.	anger	2	7	1	31	67000	4.5	6.0	2.0	4.0	2.0	4.0	3.143	2.714	4.571000000000001					
R_2eRzho4SQ70Sz61_3	R_2eRzho4SQ70Sz61	246	4.0	4.0	1.0	1.0	I just dont have many feeling about this article. I guess i feel bad for the teachers but it doesnt exactly bother me. I am not too concerned with affairs in other countries unless it is about war or peace and political things. Packing up and having to move your live away in just a few days is very hard and i guess i feel some sympathy about that.	sadness	1	2	1	33	30000	3.5	4.5	4.5	4.0	4.5	2.714	3.429	3.571	2.571					
		146	6.333333333333333	6.75			It makes me angry that people will attack or kill other people just because they have a different religion, race or sexuality. When will people learn that it is okay to be different. I can see how Trump's words give some people the idea that this is okay. Trump is part of the problem and not a part of the answer.	Anger	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	271.0	30.0	2.0	train	770.0
R_SIrozm9BIGdNzu9_3	R_SIrozm9BIGdNzu9	252	6.0	6.0	1.0	1.0	This is yet another tragedy in need of our justice!  This time we have a plane crash that had killed some very important polish people.  This has recently come under investigation for foul play.  These people need justice in their case and we should support any justice that will bring the truth out for these unfortunate people!	sadness	1	6	1	34	50000	6.0	6.0	6.0	6.0	6.0	4.0	2.0	3.857	4.0					
		297	5.666666666666667	5.625			This is a very bad tragic all the people that that was on that train died families was lost cause of this. I know how the mother's fathers aunt sisters etc... must feel to lose there loved ones to never kiss them goodnight. Husband and wife split apart cause this wreck and for the survivors, I know they must have been scared after this happen my heart goes out to everyone affected.	Sadness	1	6	1	32	50000	4.5	4.0	4.0	5.0	3.5	3.571	3.714	2.286	2.714	473.0	54.0	2.0	train	972.0
R_1DYJigUvMXEDqIq_4	R_1DYJigUvMXEDqIq	269	4.833	4.25	1.0	1.0	Trump is a completely terrible president. Don't you agree? He's done nothing for the country, it's no wonder that he's gone down so far in the polls. anyone who supports him better comment so I can unfriend you right now. It's ridiculous. If you support him, you support racism, homophobia, xenophobia, divisiveness, and hate.	anger	1	6	1	28	65000	6.0	6.5	4.0	6.0	6.0	3.143	3.0	3.429	4.2860000000000005					
R_3NE6n7uqh1yxXaq_5	R_3NE6n7uqh1yxXaq	358	1.0	6.0	0.0	1.0	Like I have said before and will say it till I am blue in the face. I hate Donald Trump. He is not progressing the United States of America forward. He says his new slogan is Keep America Great, well, buddy, you got to make it great in the first place. He is one racist, misogynistic, egotistical liar and cannot wait till he leave, however way.	anger	2	4	2	34	25000	5.0	5.0	1.0	6.0	5.5	4.571000000000001	1.714	4.857	4.571000000000001					
R_2V1EtzSABylaDxN_1	R_2V1EtzSABylaDxN	33	1.0	2.625	0.0	0.0	I cannot believe what I'm reading. Details of that Wells Fargo new accounts scam, how the lowly bank tellers would make up accounts because they were paid so low and badgered so much that they felt obligated to cheat like this. For shame. I'm surprised these details didn't get really publicized when this thing was happening.	anger	2	6	1	58	35000	6.0	6.0	2.0	6.5	4.0	3.571	2.0	3.571	3.0					
		45	4.833333333333333	1.5			Dear friend,                                                                       I have recently finished reading an article about airstrikes that killed over 40 people and injured many more in Cairo. It is very heartbreaking to hear this news. I feel so bad for the people of the middle east who have to live every day of the their lives scared of missiles and bombs and gunfire.	Sadness	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	114.0	7.0	1.0	train	113.0
		71	6.0	5.75			I feel like something must be done about these poachers. Not only do they oppose the fact that poaching is wrong but they attack people that try and defend these animals. It is just wrong and I am fed up with  it. There must surely be more moral than immoral people in this world and we must act now to save these animals.	Disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	287.0	19.0	2.0	train	786.0
		304	2.5	1.375			I thought what i read in the article was very sad. It's sad that teens and young children are killing themselves because they feel like they have the weight of the world on their shoulders. It's especially sad when these children are so young and taking their lives so early when they have the whole world ahead of them.	Sadness	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	89.0	17.0	2.0	train	588.0
R_2UWRxvdzbAww1nz_3	R_2UWRxvdzbAww1nz	200	1.167	4.0	0.0	1.0	Okay, I live by the Arkansas River so I  know about snapping turtles.  All this guy had to do is move to another spot and the turtle was not going to chase him down.  I'm sure the guy must have been near a nest or something if the turtle tried to attack.  Still, should he be charged with a felony?  My Granny Jones used to make turtle soup out of the snappers they fished out of her creek.  I guess the difference is he wasn't killing the turtle for food...But, a felony?	surprise	2	4	1	50	48000	5.5	5.0	5.0	6.0	5.5	3.857	2.571	3.714	4.143					
		73	5.0	2.0			"These words from Billy ""Billy Bob Thornton is opening up about his three-year marriage to Angelina Jolie as the 41-year-old actress is in the midst of a divorce from Brad Pitt. The 61-year-old actor married Jolie, who is 20 years his junior, in 2000 after the two met on set of the 1999 movie, ""Pushing Tin."" They separated in June 2002 and divorced the following year. ""I never felt good enough for her,"" Thornton tells November issue of GQ magazine"" This is really sad hearing from someone i respect so much."	Neutral	2	6	3	22	100000	5.5	4.5	3.5	6.0	6.0	3.714	2.857	2.571	3.429	131.0	5.0	1.0	train	130.0
R_3kp1NhG01T0k5mf_3	R_3kp1NhG01T0k5mf	211	3.5	1.625	0.0	0.0	This article is interesting.  I guess there is risk with everything and now men concieved through IVF may have trouble conceiving themselves.  I'm glad I didn't have to go the IVF route, although I guess it's not a sure thing that the men conceived through IVF will have a lower sperm count, but I guess the risk is higher.  I don't think there are too many people that know about this information.  it's the first time I've ever heard of it.	surprise	2	2	1	60	21000	6.5	5.0	1.5	6.0	5.5	4.714	2.571	4.0	4.0					
R_3qjkVDIjECLKnKZ_4	R_3qjkVDIjECLKnKZ	311	3.0	5.25	0.0	1.0	the state in Syria is bad. the Syrian conflation has  a medical source in rebel-held Aleppo told the AFP news agency that a shortage of blood meant hospitals were struggling to deal with the huge number of casualties caused by air strikes over the past four days. There was also no water supply in many areas after pumping stations were damaged at the weekend, and several charity kitchens were forced to close because of the violence.	neutral	1	6	3	30	65000	6.0	6.0	6.0	6.0	6.0	3.714	2.857	3.143	3.714					
		228	5.666666666666667	4.25			These type of people are some of the worst that there are. It sucks that parents feel they are forced to send their kids away to get employment. This is a short sighted answer and to be honest is taking advantage of their own children. These kids can grow up to be so many things if properly educated and yet it is squandered away.	Anger	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	167.0	2.0	1.0	train	166.0
R_3slHYierJ4jwMKd_5	R_3slHYierJ4jwMKd	339	6.167000000000001	6.125	1.0	1.0	These migrant camps are getting more and more reminiscent of internment camps by the day. For a country that prides itself on being so civilized, I can't imagine how French citizens can accept the treatment of the camp's children and others who remain behind in appalling conditions. Have a little compassion for your fellow human beings, please.	disgust	1	4	1	28	3500	4.0	4.5	1.5	5.5	4.0	4.857	3.143	3.143	4.428999999999999					
		34	7.0	7.0			Going to the middle East was the worst decision for our country! Not only do we send soldiers over there to lose their lives but millions of innocent civilians get killed. This war is a fake war-it's all about the oil and political interest and the innocent suffer as a result. The best thing we can do is to leave these people alone and let them live. We need to focus on own own country and stop our evil deeds overseas.	Anger	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	264.0	26.0	2.0	train	763.0
R_3n93vjDq0ugut0o_1	R_3n93vjDq0ugut0o	54	1.5	1.125	0.0	0.0	Hey. I just read an article about Somali refugees in America and I had many thoughts. I understand where these refugees are coming from. Having to leave their home and come to a foreign country where they don't know many people and having others not want you there. I understand that they had to leave their home country because of whatever issues the country was having but I wonder if these refugees could try a bit harder. It's hard to come here as an immigrant and I'm sure way more harder to come as a refugee but taking initiatives to push forward and somehow make it work would be the best thing possible. It did make me feel sad for them. I wondered if it's possible to give them more aid  based on working or something to reward them for being a member of society.	sadness	2	6	5	33	51000	6.0	5.5	4.5	3.5	4.0	3.0	2.0	3.571	3.429					
